date,gold,silver
06/25/2009,526.28,525.83
06/26/2009,527.12,530.48
06/29/2009,526.96,523.71
06/30/2009,519.52,509.66
07/01/2009,527.3,515.66
07/02/2009,521.54,502.47
07/03/2009,521.54,502.47
07/06/2009,517.8,496.11
07/07/2009,520.49,495.44
07/08/2009,509.4,481.65
07/09/2009,513.29,484.76
07/10/2009,511.22,473.89
07/13/2009,516.82,479.15
07/14/2009,516.94,481.77
07/15/2009,526.22,495.01
07/16/2009,523.99,496.02
07/17/2009,525.16,502.32
07/20/2009,531.48,510.65
07/21/2009,530.37,505.14
07/22/2009,533.94,513.46
07/23/2009,534.84,516.09
07/24/2009,533.89,520.03
07/27/2009,534.13,524.35
07/28/2009,525.97,514.98
07/29/2009,519.27,496.92
07/30/2009,523.52,505.43
07/31/2009,533.86,522.48
08/03/2009,535.54,534.19
08/04/2009,541.63,550.79
08/05/2009,539.74,553.23
08/06/2009,537.84,548.92
08/07/2009,535.94,549.79
08/10/2009,528.91,538.06
08/11/2009,529.31,537.66
08/12/2009,532.05,546.67
08/13/2009,534.28,561.77
08/14/2009,529.93,551.86
08/17/2009,522.73,523.72
08/18/2009,524.63,523.17
08/19/2009,527.76,519.95
08/20/2009,526.04,520.11
08/21/2009,533.3,530.8
08/24/2009,527.16,532
08/25/2009,528.45,536.31
08/26/2009,528.34,534.14
08/27/2009,529.18,532.76
08/28/2009,535.61,553.85
08/31/2009,532.65,557.89
09/01/2009,534.33,563.01
09/02/2009,546.62,574.42
09/03/2009,557.35,609
09/04/2009,556.8,608.82
09/07/2009,556.8,608.82
09/08/2009,558.54,617.24
09/09/2009,557.03,615.75
09/10/2009,556.87,623.23
09/11/2009,562.23,624.35
09/14/2009,559.28,621.48
09/15/2009,562.18,635.58
09/16/2009,569.95,651.65
09/17/2009,566.21,645.49
09/18/2009,564.42,638.01
09/21/2009,561.41,631.1
09/22/2009,567.34,639.89
09/23/2009,566.72,632.23
09/24/2009,558.07,609.24
09/25/2009,553.99,600.45
09/28/2009,555.39,605.51
09/29/2009,555.56,604.87
09/30/2009,563.89,622.82
10/01/2009,559.08,614.67
10/02/2009,561.1,606.82
10/05/2009,568.65,618.23
10/06/2009,580.88,646.65
10/07/2009,583.51,654.31
10/08/2009,590.16,666.09
10/09/2009,585.86,661.42
10/12/2009,590.83,666.29
10/13/2009,595.03,667.03
10/14/2009,594.86,669.58
10/15/2009,586.98,651.15
10/16/2009,587.49,651.33
10/19/2009,591.18,659
10/20/2009,591.46,656.5
10/21/2009,594.76,666.48
10/22/2009,591.46,656.02
10/23/2009,590.23,662.67
10/26/2009,582.64,639.2
10/27/2009,578.5,618.45
10/28/2009,575.77,607.23
10/29/2009,585.04,622.75
10/30/2009,581.3,607.79
11/02/2009,588.9,614.72
11/03/2009,606.17,642.39
11/04/2009,607.51,650.8
11/05/2009,608.63,650.99
11/06/2009,612.21,649.68
11/09/2009,615.41,653.62
11/10/2009,616.02,643.97
11/11/2009,622.78,655.76
11/12/2009,618.31,645.57
11/13/2009,623.95,649.87
11/16/2009,636.57,688.01
11/17/2009,636.68,687.49
11/18/2009,637.68,688.53
11/19/2009,638.08,689.99
11/20/2009,640.76,689.47
11/23/2009,650.8,695.93
11/24/2009,651.48,690.15
11/25/2009,663.31,701.56
11/26/2009,663.31,701.56
11/27/2009,656,684.21
11/30/2009,659.79,691.31
12/01/2009,669.78,716.87
12/02/2009,676.93,721.16
12/03/2009,679.89,713.81
12/04/2009,652.66,691.12
12/07/2009,649.59,685.16
12/08/2009,638.09,664.52
12/09/2009,625.54,641.12
12/10/2009,628.5,641.42
12/11/2009,624.98,637.77
12/14/2009,627.16,647.1
12/15/2009,626.72,651.39
12/16/2009,634.08,660.27
12/17/2009,618.01,641.69
12/18/2009,620.3,646.36
12/21/2009,611.65,635.72
12/22/2009,606.46,635.54
12/23/2009,610.54,641.51
12/24/2009,616.57,650.84
12/25/2009,616.57,650.84
12/28/2009,618.3,655.32
12/29/2009,612.83,638.53
12/30/2009,609.71,627.04
12/31/2009,611.78,628.65
01/01/2010,611.78,628.65
01/04/2010,624.12,651.72
01/05/2010,624.34,664.29
01/06/2010,634.28,678.29
01/07/2010,632.72,684.64
01/08/2010,635.62,689.3
01/11/2010,642.6,697.71
01/12/2010,630.33,681.29
01/13/2010,634.46,692.3
01/14/2010,637.87,696.22
01/15/2010,630.9,687.71
01/18/2010,630.9,687.71
01/19/2010,636.14,701.63
01/20/2010,620.76,667.3
01/21/2010,615.52,653.49
01/22/2010,608.05,631.92
01/25/2010,611.4,639.87
01/26/2010,612.91,629.24
01/27/2010,605.21,613.56
01/28/2010,604.71,605.05
01/29/2010,604.16,604.23
02/01/2010,615.98,621.78
02/02/2010,623.23,624.88
02/03/2010,619.88,608.98
02/04/2010,592.57,572.89
02/05/2010,586.89,553.48
02/08/2010,594.36,563.03
02/09/2010,600.49,576.1
02/10/2010,599.99,571.07
02/11/2010,610.25,581.91
02/12/2010,607.64,576.54
02/15/2010,607.64,576.54
02/16/2010,624.25,602.75
02/17/2010,624.42,600.81
02/18/2010,623.65,599.4
02/19/2010,625.54,612.59
02/22/2010,620.53,605.48
02/23/2010,615.01,592.99
02/24/2010,611.67,594.86
02/25/2010,617.97,601.16
02/26/2010,623.77,615.66
03/01/2010,623.44,613.72
03/02/2010,634.09,635.9
03/03/2010,637.38,645.78
03/04/2010,631.7,640.08
03/05/2010,632.87,647.76
03/08/2010,626.64,643.66
03/09/2010,625.69,646.13
03/10/2010,617.78,634.2
03/11/2010,617.84,639.5
03/12/2010,614.22,635.33
03/15/2010,616.24,637.57
03/16/2010,625.71,646.74
03/17/2010,626.66,653.04
03/18/2010,628.5,649.28
03/19/2010,617.47,634.75
03/22/2010,612.97,631.14
03/23/2010,615.31,634.58
03/24/2010,606.96,620.19
03/25/2010,609.3,623.92
03/26/2010,615.6,630.07
03/29/2010,619,648.01
03/30/2010,615.78,645.89
03/31/2010,620.68,653.19
04/01/2010,627.14,666.76
04/02/2010,627.14,666.76
04/05/2010,631.44,675.27
04/06/2010,632.67,668.31
04/07/2010,642.14,678.3
04/08/2010,642.09,675.62
04/09/2010,647.1,683.97
04/12/2010,647.28,686.33
04/13/2010,642.38,680.15
04/14/2010,645.84,686.36
04/15/2010,646.23,687.07
04/16/2010,633.2,658.75
04/19/2010,632.59,660.84
04/20/2010,634.49,664.31
04/21/2010,639.84,673.91
04/22/2010,636.56,671.31
04/23/2010,642.57,678.16
04/26/2010,642.75,683.6
04/27/2010,647.32,675.42
04/28/2010,652.67,674.9
04/29/2010,651,691.42
04/30/2010,657.63,693.66
05/03/2010,659.09,701.15
05/04/2010,651.24,664.01
05/05/2010,654.47,652.55
05/06/2010,666.9,651.85
05/07/2010,674.19,686.68
05/10/2010,668.85,690.45
05/11/2010,679.73,718.07
05/12/2010,692.42,731.81
05/13/2010,684.69,725.71
05/14/2010,683.91,715.51
05/17/2010,684.09,701.9
05/18/2010,676.58,702.65
05/19/2010,664.63,674.22
05/20/2010,662.13,659.33
05/21/2010,655.18,656.95
05/24/2010,665.14,669.95
05/25/2010,667.37,661.8
05/26/2010,676,681.35
05/27/2010,675.5,687.38
05/28/2010,675.83,685.67
05/31/2010,675.83,685.67
06/01/2010,682.47,690.48
06/02/2010,680.08,681.7
06/03/2010,673.07,667.41
06/04/2010,677.36,643.89
06/07/2010,690.22,676.02
06/08/2010,692.89,687.76
06/09/2010,684.16,677.05
06/10/2010,679.88,683.08
06/11/2010,684.33,678.65
06/14/2010,681.17,685.34
06/15/2010,686.68,691.58
06/16/2010,684.51,686.49
06/17/2010,694.63,698.97
06/18/2010,699.97,714.16
06/21/2010,690.19,700.17
06/22/2010,690.25,703.62
06/23/2010,686.91,687.17
06/24/2010,693.09,697.28
06/25/2010,698.82,711.24
06/28/2010,689.03,695.13
06/29/2010,691.15,692.05
06/30/2010,693.1,694.77
07/01/2010,671.3,660.68
07/02/2010,671.86,658.04
07/05/2010,671.86,658.04
07/06/2010,664.86,663.18
07/07/2010,666.98,668.49
07/08/2010,665.42,663.74
07/09/2010,673.04,671.21
07/12/2010,666.88,665.43
07/13/2010,675.1,678.06
07/14/2010,671.54,679.29
07/15/2010,672.27,681.96
07/16/2010,661.07,660.65
07/19/2010,657.58,651.56
07/20/2010,662.97,657.13
07/21/2010,662.97,661.22
07/22/2010,665.08,672.99
07/23/2010,660.81,672.29
07/26/2010,658.27,675.98
07/27/2010,644.3,654.66
07/28/2010,644.63,647.79
07/29/2010,649.51,654.33
07/30/2010,656.56,668.67
08/02/2010,657.4,684.13
08/03/2010,658.57,684.25
08/04/2010,663.23,678.9
08/05/2010,665.12,680.5
08/06/2010,668.45,686.11
08/09/2010,666.96,677.58
08/10/2010,664.41,674.47
08/11/2010,665.08,664.98
08/12/2010,674.79,671.02
08/13/2010,674.74,672.66
08/16/2010,680.07,684.44
08/17/2010,681.24,690.63
08/18/2010,682.96,683.3
08/19/2010,685.18,680.6
08/20/2010,681.52,668.08
08/23/2010,681.36,668.13
08/24/2010,684.08,682.43
08/25/2010,688.47,706.28
08/26/2010,686.48,704.43
08/27/2010,686.59,706.36
08/30/2010,687.32,706.37
08/31/2010,693.48,719.63
09/01/2010,692.26,718.19
09/02/2010,695.2,728.52
09/03/2010,693.93,738.78
09/06/2010,693.93,738.78
09/07/2010,698.49,737.5
09/08/2010,697.49,741.02
09/09/2010,693.84,735.32
09/10/2010,691.4,734.95
09/13/2010,691.74,746.29
09/14/2010,705.39,756.7
09/15/2010,703.73,761.85
09/16/2010,706.56,769.26
09/17/2010,708.61,770.93
09/20/2010,710.45,770.46
09/21/2010,706.85,764.43
09/22/2010,716.73,779.8
09/23/2010,719.06,785.66
09/24/2010,720.06,792.55
09/27/2010,720.35,795.23
09/28/2010,725.73,803.97
09/29/2010,726.84,813.05
09/30/2010,726.46,808.2
10/01/2010,731.01,817.05
10/04/2010,730.46,816.18
10/05/2010,743.5,842.14
10/06/2010,747.61,853.48
10/07/2010,740.57,836.48
10/08/2010,746.28,855.78
10/11/2010,751.34,864.83
10/12/2010,747.07,857.35
10/13/2010,760.28,886.43
10/14/2010,764.22,905.06
10/15/2010,761.11,899.62
10/18/2010,761.18,904.26
10/19/2010,741.15,880.82
10/20/2010,745.71,883.93
10/21/2010,735.39,857.08
10/22/2010,735.12,856.31
10/25/2010,742.78,872.1
10/26/2010,742.62,882.69
10/27/2010,733.74,866.92
10/28/2010,744.79,884.37
10/29/2010,753.17,909.89
11/01/2010,749.29,909.46
11/02/2010,752.79,919.98
11/03/2010,742.08,905.17
11/04/2010,767.33,964.7
11/05/2010,775.43,990.81
11/08/2010,778.5,1016.18
11/09/2010,782.35,1070.83
11/10/2010,776.33,995.24
11/11/2010,778.6,1015.32
11/12/2010,757.61,961.06
11/15/2010,759.28,966.65
11/16/2010,742.55,934.84
11/17/2010,741.72,945.15
11/18/2010,750.64,994.07
11/19/2010,750.26,1006.82
11/22/2010,753.31,1017.24
11/23/2010,764.28,1021.35
11/24/2010,761.68,1019.73
11/25/2010,761.68,1019.73
11/26/2010,755.76,989.04
11/29/2010,757.54,1004.6
11/30/2010,767.85,1042.25
12/01/2010,769.07,1049.68
12/02/2010,769.63,1055.56
12/03/2010,779,1081.39
12/06/2010,784.49,1098.55
12/07/2010,780.56,1100.1
12/08/2010,766.27,1043.77
12/09/2010,771.6,1064.65
12/10/2010,767.22,1056.82
12/13/2010,774.49,1094.48
12/14/2010,777.98,1100.54
12/15/2010,767.96,1080.78
12/16/2010,759.54,1063.38
12/17/2010,764.09,1076.35
12/20/2010,767.92,1084.57
12/21/2010,769.42,1086.01
12/22/2010,768.64,1085.69
12/23/2010,764.82,1083.58
12/24/2010,764.82,1083.58
12/27/2010,766.16,1080.9
12/28/2010,778.74,1120.37
12/29/2010,783.12,1134.45
12/30/2010,778.92,1127.4
12/31/2010,787.51,1143.07
01/03/2011,788.35,1150.03
01/04/2011,763.92,1090.29
01/05/2011,761.1,1078.84
01/06/2011,759.99,1076.19
01/07/2011,758.45,1059.38
01/10/2011,761.34,1066.41
01/11/2011,767.01,1089.99
01/12/2011,767.81,1091.7
01/13/2011,768.48,1081.28
01/14/2011,753.76,1046.44
01/17/2011,753.76,1046.44
01/18/2011,757.98,1068.33
01/19/2011,759.15,1064.24
01/20/2011,745.92,1015.17
01/21/2011,742.88,1013.47
01/24/2011,744.78,1009.57
01/25/2011,738.03,990.51
01/26/2011,738.42,1002.45
01/27/2011,730.29,998.87
01/28/2011,742.41,1031.69
01/31/2011,738.43,1040.94
02/01/2011,741.65,1053.69
02/02/2011,737.11,1045.38
02/03/2011,748.68,1061.61
02/04/2011,746.47,1073.84
02/07/2011,746.04,1084.35
02/08/2011,754.84,1118.66
02/09/2011,755.62,1118.83
02/10/2011,753.96,1112.12
02/11/2011,752.8,1108.43
02/14/2011,755.41,1128.39
02/15/2011,760.39,1134.37
02/16/2011,760.95,1131.53
02/17/2011,766.49,1166.14
02/18/2011,768.43,1192.14
02/21/2011,768.43,1192.14
02/22/2011,775.35,1213.24
02/23/2011,782.5,1229.79
02/24/2011,783.49,1225.21
02/25/2011,779.9,1215.73
02/28/2011,780.24,1248.86
03/01/2011,792.03,1271.28
03/02/2011,795.63,1286.35
03/03/2011,783.85,1267.6
03/04/2011,790.6,1304.53
03/07/2011,793.88,1324.41
03/08/2011,789.85,1316.77
03/09/2011,791.18,1331.14
03/10/2011,781.72,1294.92
03/11/2011,786.78,1327.01
03/14/2011,788.5,1323.52
03/15/2011,770.76,1259.89
03/16/2011,772.58,1273.01
03/17/2011,777.06,1265.11
03/18/2011,783.64,1294.65
03/21/2011,789.34,1329.49
03/22/2011,790.07,1339.39
03/23/2011,795.82,1373.7
03/24/2011,794.11,1380.24
03/25/2011,789.24,1368.2
03/28/2011,785.77,1369.65
03/29/2011,783.67,1365.93
03/30/2011,787.76,1385.28
03/31/2011,796.06,1399.21
04/01/2011,789.98,1393.45
04/04/2011,792.25,1421.6
04/05/2011,803.03,1447.05
04/06/2011,806.35,1454.59
04/07/2011,806.79,1460.68
04/08/2011,814.98,1499.68
04/11/2011,811.66,1499.85
04/12/2011,803.65,1479.67
04/13/2011,804.75,1486.04
04/14/2011,814.04,1538.67
04/15/2011,821.56,1572.07
04/18/2011,825.38,1586.14
04/19/2011,826.6,1621.09
04/20/2011,828.7,1641.39
04/21/2011,831.41,1700.44
04/22/2011,831.41,1700.44
04/25/2011,834.35,1740.9
04/26/2011,831.25,1663.62
04/27/2011,838.77,1697.14
04/28/2011,846.57,1754.49
04/29/2011,860.51,1793.54
05/02/2011,860.9,1700.73
05/03/2011,851.67,1571.6
05/04/2011,837.79,1453.62
05/05/2011,819.05,1337.44
05/06/2011,824.69,1302.28
05/09/2011,831.1,1369.78
05/10/2011,838.68,1420.34
05/11/2011,830.11,1310.7
05/12/2011,833.05,1284.2
05/13/2011,825.76,1292.17
05/16/2011,824.1,1259.66
05/17/2011,818.25,1236.01
05/18/2011,827.03,1295.28
05/19/2011,825.1,1289.19
05/20/2011,834.16,1294.91
05/23/2011,837.75,1288.16
05/24/2011,842.06,1333.33
05/25/2011,844,1389.21
05/26/2011,841.74,1377.7
05/27/2011,849.25,1397.37
05/30/2011,849.25,1397.37
05/31/2011,848.98,1413.69
06/01/2011,852.52,1391.14
06/02/2011,846.72,1336.08
06/03/2011,852.08,1335.68
06/06/2011,854.73,1357.5
06/07/2011,852.97,1367.24
06/08/2011,850.04,1351.52
06/09/2011,852.25,1381.19
06/10/2011,844.79,1340.7
06/13/2011,837.28,1281.64
06/14/2011,842.15,1306.65
06/15/2011,843.14,1306.58
06/16/2011,845.19,1312.15
06/17/2011,850.27,1319.05
06/20/2011,851.88,1331.04
06/21/2011,854.31,1342.44
06/22/2011,858.18,1355.76
06/23/2011,840,1291.65
06/24/2011,829.17,1278.15
06/27/2011,826.69,1239.31
06/28/2011,828.79,1241.34
06/29/2011,834.43,1282.54
06/30/2011,830.23,1284.87
07/01/2011,819.07,1243.3
07/04/2011,819.07,1243.3
07/05/2011,835.7,1306.2
07/06/2011,844.82,1324.86
07/07/2011,845.59,1347.73
07/08/2011,851.67,1347.99
07/11/2011,855.87,1316.82
07/12/2011,863.1,1314.46
07/13/2011,875.87,1407.31
07/14/2011,877.93,1427.34
07/15/2011,878.37,1441.25
07/18/2011,885.21,1488.14
07/19/2011,884.5,1483.68
07/20/2011,882.24,1459.22
07/21/2011,876.77,1436.68
07/22/2011,884.83,1480.03
07/25/2011,890.73,1488.85
07/26/2011,893.44,1501.28
07/27/2011,892.34,1496.49
07/28/2011,891.73,1467.94
07/29/2011,900.01,1479.45
08/01/2011,894.77,1450.06
08/02/2011,907.36,1478.94
08/03/2011,919.39,1540.41
08/04/2011,915.36,1454.57
08/05/2011,911.39,1409.57
08/08/2011,945.28,1452.72
08/09/2011,961.72,1397.55
08/10/2011,984.51,1450.79
08/11/2011,966.42,1426.54
08/12/2011,961.51,1442.87
08/15/2011,970.01,1449.88
08/16/2011,984.91,1468.71
08/17/2011,989.76,1488.25
08/18/2011,1005.32,1500.71
08/19/2011,1021.99,1565.25
08/22/2011,1043.89,1598.35
08/23/2011,1027.01,1560.2
08/24/2011,969.63,1444.87
08/25/2011,972.88,1503.55
08/26/2011,991.7,1511.22
08/29/2011,988.55,1496.48
08/30/2011,1009.63,1528.29
08/31/2011,1010.68,1539.49
09/01/2011,1009.25,1530.8
09/02/2011,1035.62,1587.45
09/05/2011,1035.62,1587.45
09/06/2011,1033.64,1543.18
09/07/2011,1002.9,1534.45
09/08/2011,1024.92,1567.59
09/09/2011,1026.03,1534.19
09/12/2011,1000.54,1482.34
09/13/2011,1009.81,1518.31
09/14/2011,1007.82,1493.99
09/15/2011,982.94,1455.95
09/16/2011,1001.31,1504.97
09/19/2011,981.56,1443.49
09/20/2011,998.22,1479.39
09/21/2011,997.67,1491.63
09/22/2011,961.03,1348.21
09/23/2011,904.81,1109.48
09/26/2011,879.98,1104.88
09/27/2011,911.82,1162.38
09/28/2011,892.83,1110.7
09/29/2011,892.39,1125
09/30/2011,895.15,1108.82
10/03/2011,914.69,1135.07
10/04/2011,891.68,1099.83
10/05/2011,905.81,1118.74
10/06/2011,912.21,1179.67
10/07/2011,902.61,1142.37
10/10/2011,921.92,1178.75
10/11/2011,916.51,1179.41
10/12/2011,928.43,1208.57
10/13/2011,920.65,1167.21
10/14/2011,928.65,1185.86
10/17/2011,925.12,1172.89
10/18/2011,911.99,1173.26
10/19/2011,908.79,1152.84
10/20/2011,889.98,1116.13
10/21/2011,902.78,1149.75
10/24/2011,911.72,1166.37
10/25/2011,938.26,1218.27
10/26/2011,951.01,1227.78
10/27/2011,964.36,1294.2
10/28/2011,964.09,1300.69
10/31/2011,951.95,1266.27
11/01/2011,944.56,1206.44
11/02/2011,954.38,1251.12
11/03/2011,973.97,1271.58
11/04/2011,969,1256.32
11/07/2011,988.31,1283.74
11/08/2011,992.79,1295.75
11/09/2011,988.6,1266.59
11/10/2011,970.93,1257.21
11/11/2011,986.68,1278.58
11/14/2011,981.33,1254.34
11/15/2011,983.43,1270.31
11/16/2011,979.13,1247.05
11/17/2011,949.38,1161.51
11/18/2011,952.13,1195.36
11/21/2011,926.62,1147.46
11/22/2011,939.79,1215.3
11/23/2011,936.1,1176.05
11/24/2011,936.1,1176.05
11/25/2011,930.42,1143.96
11/28/2011,944.75,1186.28
11/29/2011,947.18,1175.53
11/30/2011,964.48,1206.96
12/01/2011,958.69,1205.3
12/02/2011,965.03,1202.62
12/05/2011,955.78,1191.07
12/06/2011,954.29,1204.75
12/07/2011,961.45,1200.45
12/08/2011,944.15,1160.38
12/09/2011,946.02,1186.69
12/12/2011,919.24,1140.66
12/13/2011,916.43,1150.15
12/14/2011,874.45,1064.61
12/15/2011,869.1,1077.08
12/16/2011,880.51,1091.69
12/19/2011,879.85,1062.36
12/20/2011,891.36,1086.72
12/21/2011,889.16,1076.16
12/22/2011,887.51,1068.73
12/23/2011,884.97,1070.09
12/26/2011,884.97,1070.09
12/27/2011,879.19,1057.44
12/28/2011,861.88,1002.03
12/29/2011,849.1,1005.01
12/30/2011,863.37,1027.08
01/02/2012,863.37,1027.08
01/03/2012,881.95,1088.05
01/04/2012,888.67,1070.58
01/05/2012,892.75,1077.9
01/06/2012,890.93,1055.34
01/09/2012,886.14,1058.99
01/10/2012,899.05,1097
01/11/2012,903.53,1099.76
01/12/2012,907.99,1108.37
01/13/2012,898.6,1086.22
01/16/2012,898.6,1086.22
01/17/2012,912.25,1108.77
01/18/2012,914.56,1123.79
01/19/2012,911.59,1122.54
01/20/2012,916.87,1165.44
01/23/2012,924.74,1187.33
01/24/2012,917.2,1176.48
01/25/2012,936.79,1218.65
01/26/2012,951.58,1241.53
01/27/2012,954.61,1243.27
01/30/2012,954.06,1233.59
01/31/2012,957.36,1223.84
02/01/2012,962.37,1243.9
02/02/2012,967.76,1257.44
02/03/2012,957.31,1241.77
02/06/2012,948.85,1241.81
02/07/2012,961.78,1258.15
02/08/2012,952.37,1240.12
02/09/2012,957.82,1247.97
02/10/2012,949.07,1236.47
02/13/2012,948.86,1240.81
02/14/2012,944.9,1227.08
02/15/2012,950.63,1229.36
02/16/2012,950.79,1228
02/17/2012,949.42,1222.32
02/20/2012,949.42,1222.32
02/21/2012,967.36,1267.06
02/22/2012,974.41,1260.75
02/23/2012,982.66,1308.79
02/24/2012,977.22,1300.86
02/27/2012,976.4,1307.63
02/28/2012,983.83,1366.43
02/29/2012,941.42,1272.3
03/01/2012,947.42,1309.73
03/02/2012,940.6,1268.01
03/05/2012,937.36,1237.54
03/06/2012,919.87,1204.05
03/07/2012,926.36,1233.51
03/08/2012,934.51,1242.54
03/09/2012,941.55,1256.54
03/12/2012,935.06,1227.2
03/13/2012,931.98,1233.38
03/14/2012,903.7,1181.96
03/15/2012,912.76,1201.98
03/16/2012,910.73,1197.5
03/19/2012,917.11,1210.4
03/20/2012,905.96,1169.23
03/21/2012,907.78,1183.67
03/22/2012,903.5,1151.28
03/23/2012,914.48,1185.33
03/26/2012,927.29,1202.9
03/27/2012,927.02,1197.98
03/28/2012,912.08,1169.15
03/29/2012,909,1175.06
03/30/2012,918.34,1193.14
04/02/2012,922.64,1215.7
04/03/2012,918.41,1221.83
04/04/2012,886.61,1140.26
04/05/2012,895.4,1165.46
04/06/2012,895.4,1165.46
04/09/2012,902.98,1157.9
04/10/2012,912.21,1163.6
04/11/2012,912,1157.81
04/12/2012,923.15,1194.69
04/13/2012,911.95,1153.04
04/16/2012,906.19,1152.49
04/17/2012,906.96,1163.57
04/18/2012,900.64,1156.68
04/19/2012,901.63,1167.46
04/20/2012,902.4,1162.81
04/23/2012,896.81,1121.72
04/24/2012,902.96,1129.64
04/25/2012,902.14,1115.35
04/26/2012,912.14,1146.54
04/27/2012,914.5,1151.5
04/30/2012,914.18,1137.02
05/01/2012,913.19,1133.87
05/02/2012,908.58,1123.43
05/03/2012,898.04,1100.15
05/04/2012,903.75,1115.63
05/07/2012,900.41,1104.27
05/08/2012,881.41,1079.97
05/09/2012,875.76,1071.98
05/10/2012,876.47,1069.67
05/11/2012,870.16,1059.12
05/14/2012,857.5,1039.44
05/15/2012,855.36,1029.43
05/16/2012,844.06,997.03
05/17/2012,865.13,1027.24
05/18/2012,874.51,1052.72
05/21/2012,872.76,1038.28
05/22/2012,866.07,1033.08
05/23/2012,850.61,1008.89
05/24/2012,855.65,1032.28
05/25/2012,861.91,1040.68
05/28/2012,861.91,1040.68
05/29/2012,850.84,1018.87
05/30/2012,858.9,1025.91
05/31/2012,858.08,1017.63
06/01/2012,889.85,1045.31
06/04/2012,885.36,1026.8
06/05/2012,887,1041.4
06/06/2012,896.5,1081.11
06/07/2012,871.15,1045.95
06/08/2012,873.02,1043.83
06/11/2012,875.99,1049.19
06/12/2012,885.32,1061.47
06/13/2012,888.39,1061.21
06/14/2012,888.5,1041.64
06/15/2012,893.17,1053.83
06/18/2012,892.57,1051.35
06/19/2012,890.49,1040.23
06/20/2012,886.43,1040.96
06/21/2012,858.84,984.15
06/22/2012,859.61,977.71
06/25/2012,871.41,1009.29
06/26/2012,864.01,991.59
06/27/2012,865.93,987.82
06/28/2012,850.57,961.89
06/29/2012,880.09,1010.22
07/02/2012,876.53,1006.09
07/03/2012,889.75,1034.67
07/04/2012,889.75,1034.67
07/05/2012,882.95,1012.43
07/06/2012,866.22,984.92
07/09/2012,871.83,1004.1
07/10/2012,866.74,983.54
07/11/2012,864.52,988.7
07/12/2012,858.79,993.75
07/13/2012,873.45,1001.36
